Course_Name,Company_Name,Skills,Ratings,Reviews,Difficulty,Type_Of_Certificate,Duration,combined_text,processed_text,difficulty_encoded,certificate_encoded
google it ì§ì ìë£ì¦ ì´ì ê³¼ì ,google,linux,4.7,Beginner Â· Professional Certificate Â· 3 - 6 Months,beginner,Course,1 - 4 Weeks,google it ì§ì ìë£ì¦ ì´ì ê³¼ì  linux linux linux beginner Course google 1 - 4 Weeks,google linux linux linux beginner course google week,1,0
introduction to public relations and the media,university of colorado boulder,"communication, public relations, media strategy & planning, strategy, brand management, leadership and management, marketing, strategy and operations, planning, social media, critical thinking, customer relationship management, journalism",4.7,(377 reviews),advanced,Specialization,3 - 6 Months,"introduction to public relations and the media communication, public relations, media strategy & planning, strategy, brand management, leadership and management, marketing, strategy and operations, planning, social media, critical thinking, customer relationship management, journalism communication, public relations, media strategy & planning, strategy, brand management, leadership and management, marketing, strategy and operations, planning, social media, critical thinking, customer relationship management, journalism communication, public relations, media strategy & planning, strategy, brand management, leadership and management, marketing, strategy and operations, planning, social media, critical thinking, customer relationship management, journalism advanced Specialization university of colorado boulder 3 - 6 Months",introduction public relation medium communication public relation medium strategy planning strategy brand management leadership management marketing strategy operation planning social medium critical thinking customer relationship management journalism communication public relation medium strategy planning strategy brand management leadership management marketing strategy operation planning social medium critical thinking customer relationship management journalism communication public relation medium strategy planning strategy brand management leadership management marketing strategy operation planning social medium critical thinking customer relationship management journalism advanced specialization university colorado boulder month,0,3
understanding research methods,university of london,"planning, writing",4.6,(7.1K reviews),beginner,Course,1 - 4 Weeks,"understanding research methods planning, writing planning, writing planning, writing beginner Course university of london 1 - 4 Weeks",understanding research method planning writing planning writing planning writing beginner course university london week,1,0
excel to mysql: analytic techniques for business,duke university,"business analysis, data analysis, data model, spreadsheet software, statistical analysis, exploratory data analysis, probability & statistics, critical thinking, data analysis software, financial analysis, general statistics, mathematics, data management, mathematical theory & analysis, regression, databases, statistical tests, big data, data structures, sql, microsoft excel, data visualization software, database theory, extract, transform, load, linear algebra, cost accounting, tableau software, data visualization",4.6,(15K reviews),intermediate,Course,1 - 3 Months,"excel to mysql: analytic techniques for business business analysis, data analysis, data model, spreadsheet software, statistical analysis, exploratory data analysis, probability & statistics, critical thinking, data analysis software, financial analysis, general statistics, mathematics, data management, mathematical theory & analysis, regression, databases, statistical tests, big data, data structures, sql, microsoft excel, data visualization software, database theory, extract, transform, load, linear algebra, cost accounting, tableau software, data visualization business analysis, data analysis, data model, spreadsheet software, statistical analysis, exploratory data analysis, probability & statistics, critical thinking, data analysis software, financial analysis, general statistics, mathematics, data management, mathematical theory & analysis, regression, databases, statistical tests, big data, data structures, sql, microsoft excel, data visualization software, database theory, extract, transform, load, linear algebra, cost accounting, tableau software, data visualization business analysis, data analysis, data model, spreadsheet software, statistical analysis, exploratory data analysis, probability & statistics, critical thinking, data analysis software, financial analysis, general statistics, mathematics, data management, mathematical theory & analysis, regression, databases, statistical tests, big data, data structures, sql, microsoft excel, data visualization software, database theory, extract, transform, load, linear algebra, cost accounting, tableau software, data visualization intermediate Course duke university 1 - 3 Months",excel mysql analytic technique business business analysis data analysis data model spreadsheet software statistical analysis exploratory data analysis probability statistic critical thinking data analysis software financial analysis general statistic mathematics data management mathematical theory analysis regression database statistical test big data data structure sql microsoft excel data visualization software database theory extract transform load linear algebra cost accounting tableau software data visualization business analysis data analysis data model spreadsheet software statistical analysis exploratory data analysis probability statistic critical thinking data analysis software financial analysis general statistic mathematics data management mathematical theory analysis regression database statistical test big data data structure sql microsoft excel data visualization software database theory extract transform load linear algebra cost accounting tableau software data visualization business analysis data analysis data model spreadsheet software statistical analysis exploratory data analysis probability statistic critical thinking data analysis software financial analysis general statistic mathematics data management mathematical theory analysis regression database statistical test big data data structure sql microsoft excel data visualization software database theory extract transform load linear algebra cost accounting tableau software data visualization intermediate course duke university month,2,0
foundations of software testing and validation,university of leeds,software testing,4.6,(94 reviews),beginner,Course,1 - 3 Months,foundations of software testing and validation software testing software testing software testing beginner Course university of leeds 1 - 3 Months,foundation software testing validation software testing software testing software testing beginner course university leeds month,1,0
auditing i: conceptual foundations of auditing,university of illinois at urbana-champaign,"accounting, audit, critical thinking, financial analysis, regulations and compliance, risk management, financial accounting, general accounting, leadership and management, finance",4.7,(523 reviews),beginner,Specialization,1 - 3 Months,"auditing i: conceptual foundations of auditing accounting, audit, critical thinking, financial analysis, regulations and compliance, risk management, financial accounting, general accounting, leadership and management, finance accounting, audit, critical thinking, financial analysis, regulations and compliance, risk management, financial accounting, general accounting, leadership and management, finance accounting, audit, critical thinking, financial analysis, regulations and compliance, risk management, financial accounting, general accounting, leadership and management, finance beginner Specialization university of illinois at urbana-champaign 1 - 3 Months",auditing conceptual foundation auditing accounting audit critical thinking financial analysis regulation compliance risk management financial accounting general accounting leadership management finance accounting audit critical thinking financial analysis regulation compliance risk management financial accounting general accounting leadership management finance accounting audit critical thinking financial analysis regulation compliance risk management financial accounting general accounting leadership management finance beginner specialization university illinois urbana champaign month,1,3
forensic accounting and fraud examination,west virginia university,"accounting, audit, critical thinking, financial accounting, risk management, regulations and compliance, data analysis, finance, problem solving, leadership and management",4.7,(5.4K reviews),beginner,Course,1 - 3 Months,"forensic accounting and fraud examination accounting, audit, critical thinking, financial accounting, risk management, regulations and compliance, data analysis, finance, problem solving, leadership and management accounting, audit, critical thinking, financial accounting, risk management, regulations and compliance, data analysis, finance, problem solving, leadership and management accounting, audit, critical thinking, financial accounting, risk management, regulations and compliance, data analysis, finance, problem solving, leadership and management beginner Course west virginia university 1 - 3 Months",forensic accounting fraud examination accounting audit critical thinking financial accounting risk management regulation compliance data analysis finance problem solving leadership management accounting audit critical thinking financial accounting risk management regulation compliance data analysis finance problem solving leadership management accounting audit critical thinking financial accounting risk management regulation compliance data analysis finance problem solving leadership management beginner course west virginia university month,1,0
the integration of art and science in modern dental medicine,university of pennsylvania,(2.1k reviews),4.9,Intermediate Â· Specialization Â· 3 - 6 Months,intermediate,Specialization,3 - 6 Months,the integration of art and science in modern dental medicine (2.1k reviews) (2.1k reviews) (2.1k reviews) intermediate Specialization university of pennsylvania 3 - 6 Months,integration art science modern dental medicine review review review intermediate specialization university pennsylvania month,2,3
keller williams real estate agent,keller williams,negotiation,4.7,Beginner Â· Professional Certificate Â· 3 - 6 Months,beginner,Course,1 - 4 Weeks,keller williams real estate agent negotiation negotiation negotiation beginner Course keller williams 1 - 4 Weeks,keller williams real estate agent negotiation negotiation negotiation beginner course keller williams week,1,0
become a journalist: report the news!,michigan state university,"journalism, communication, writing",4.7,(1.6K reviews),beginner,Course,1 - 3 Months,"become a journalist: report the news! journalism, communication, writing journalism, communication, writing journalism, communication, writing beginner Course michigan state university 1 - 3 Months",become journalist report news journalism communication writing journalism communication writing journalism communication writing beginner course michigan state university month,1,0
introductory c programming,duke university,"python programming, computer programming, c programming language family, algorithms, computational logic, critical thinking, problem solving, process analysis, programming principles, computer programming tools, data visualization, theoretical computer science, computational thinking, software testing, writing, software engineering, user experience",4.6,(7.1K reviews),mixed,Course,1 - 3 Months,"introductory c programming python programming, computer programming, c programming language family, algorithms, computational logic, critical thinking, problem solving, process analysis, programming principles, computer programming tools, data visualization, theoretical computer science, computational thinking, software testing, writing, software engineering, user experience python programming, computer programming, c programming language family, algorithms, computational logic, critical thinking, problem solving, process analysis, programming principles, computer programming tools, data visualization, theoretical computer science, computational thinking, software testing, writing, software engineering, user experience python programming, computer programming, c programming language family, algorithms, computational logic, critical thinking, problem solving, process analysis, programming principles, computer programming tools, data visualization, theoretical computer science, computational thinking, software testing, writing, software engineering, user experience mixed Course duke university 1 - 3 Months",introductory programming python programming computer programming programming language family algorithm computational logic critical thinking problem solving process analysis programming principle computer programming tool data visualization theoretical computer science computational thinking software testing writing software engineering user experience python programming computer programming programming language family algorithm computational logic critical thinking problem solving process analysis programming principle computer programming tool data visualization theoretical computer science computational thinking software testing writing software engineering user experience python programming computer programming programming language family algorithm computational logic critical thinking problem solving process analysis programming principle computer programming tool data visualization theoretical computer science computational thinking software testing writing software engineering user experience mixed course duke university month,3,0
accounting: principles of financial accounting,iese business school,"accounting, financial accounting, finance",4.8,(2.9K reviews),beginner,Specialization,3 - 6 Months,"accounting: principles of financial accounting accounting, financial accounting, finance accounting, financial accounting, finance accounting, financial accounting, finance beginner Specialization iese business school 3 - 6 Months",accounting principle financial accounting accounting financial accounting finance accounting financial accounting finance accounting financial accounting finance beginner specialization iese business school month,1,3
emotional intelligence: cultivating immensely human interactions,university of michigan,"communication, emotional intelligence, leadership and management",4.7,(256 reviews),beginner,Specialization,3 - 6 Months,"emotional intelligence: cultivating immensely human interactions communication, emotional intelligence, leadership and management communication, emotional intelligence, leadership and management communication, emotional intelligence, leadership and management beginner Specialization university of michigan 3 - 6 Months",emotional intelligence cultivating immensely human interaction communication emotional intelligence leadership management communication emotional intelligence leadership management communication emotional intelligence leadership management beginner specialization university michigan month,1,3
essentials of global health,yale university,(1.9k reviews),4.9,Mixed Â· Course Â· 1 - 3 Months,beginner,Course,1 - 4 Weeks,essentials of global health (1.9k reviews) (1.9k reviews) (1.9k reviews) beginner Course yale university 1 - 4 Weeks,essential global health review review review beginner course yale university week,1,0
generative ai primer,vanderbilt university,(36 reviews),4.7,Beginner Â· Course Â· 1 - 4 Weeks,intermediate,Specialization,3 - 6 Months,generative ai primer (36 reviews) (36 reviews) (36 reviews) intermediate Specialization vanderbilt university 3 - 6 Months,generative primer review review review intermediate specialization vanderbilt university month,2,3
sports marketing,northwestern university,"communication, marketing",4.7,(1.2K reviews),intermediate,Professional Certificate,3 - 6 Months,"sports marketing communication, marketing communication, marketing communication, marketing intermediate Professional Certificate northwestern university 3 - 6 Months",sport marketing communication marketing communication marketing communication marketing intermediate professional certificate northwestern university month,2,2
biology meets programming: bioinformatics for beginners,university of california san diego,"bioinformatics, computational thinking, problem solving, biostatistics, computational logic, critical thinking",4.2,(1.5K reviews),beginner,Course,1 - 4 Weeks,"biology meets programming: bioinformatics for beginners bioinformatics, computational thinking, problem solving, biostatistics, computational logic, critical thinking bioinformatics, computational thinking, problem solving, biostatistics, computational logic, critical thinking bioinformatics, computational thinking, problem solving, biostatistics, computational logic, critical thinking beginner Course university of california san diego 1 - 4 Weeks",biology meet programming bioinformatics beginner bioinformatics computational thinking problem solving biostatistics computational logic critical thinking bioinformatics computational thinking problem solving biostatistics computational logic critical thinking bioinformatics computational thinking problem solving biostatistics computational logic critical thinking beginner course university california san diego week,1,0
advanced statistics for data science,johns hopkins university,"general statistics, probability & statistics, mathematics, statistical tests, linear algebra, algebra, regression, statistical analysis, biostatistics, probability distribution, bayesian statistics, correlation and dependence, estimation, basic descriptive statistics, mathematical theory & analysis",4.4,(717 reviews),beginner,Course,1 - 4 Weeks,"advanced statistics for data science general statistics, probability & statistics, mathematics, statistical tests, linear algebra, algebra, regression, statistical analysis, biostatistics, probability distribution, bayesian statistics, correlation and dependence, estimation, basic descriptive statistics, mathematical theory & analysis general statistics, probability & statistics, mathematics, statistical tests, linear algebra, algebra, regression, statistical analysis, biostatistics, probability distribution, bayesian statistics, correlation and dependence, estimation, basic descriptive statistics, mathematical theory & analysis general statistics, probability & statistics, mathematics, statistical tests, linear algebra, algebra, regression, statistical analysis, biostatistics, probability distribution, bayesian statistics, correlation and dependence, estimation, basic descriptive statistics, mathematical theory & analysis beginner Course johns hopkins university 1 - 4 Weeks",advanced statistic data science general statistic probability statistic mathematics statistical test linear algebra algebra regression statistical analysis biostatistics probability distribution bayesian statistic correlation dependence estimation basic descriptive statistic mathematical theory analysis general statistic probability statistic mathematics statistical test linear algebra algebra regression statistical analysis biostatistics probability distribution bayesian statistic correlation dependence estimation basic descriptive statistic mathematical theory analysis general statistic probability statistic mathematics statistical test linear algebra algebra regression statistical analysis biostatistics probability distribution bayesian statistic correlation dependence estimation basic descriptive statistic mathematical theory analysis beginner course john hopkins university week,1,0
industrial iot markets and security,university of colorado boulder,"internet of things, computer networking, network security, security engineering, system security, business intelligence, computer architecture, market analysis, market research, operations management",4.7,(461 reviews),beginner,Course,1 - 3 Months,"industrial iot markets and security internet of things, computer networking, network security, security engineering, system security, business intelligence, computer architecture, market analysis, market research, operations management internet of things, computer networking, network security, security engineering, system security, business intelligence, computer architecture, market analysis, market research, operations management internet of things, computer networking, network security, security engineering, system security, business intelligence, computer architecture, market analysis, market research, operations management beginner Course university of colorado boulder 1 - 3 Months",industrial iot market security internet thing computer networking network security security engineering system security business intelligence computer architecture market analysis market research operation management internet thing computer networking network security security engineering system security business intelligence computer architecture market analysis market research operation management internet thing computer networking network security security engineering system security business intelligence computer architecture market analysis market research operation management beginner course university colorado boulder month,1,0
miracles of human language: an introduction to linguistics,universiteit leiden,(2.3k reviews),4.7,Beginner Â· Course Â· 1 - 3 Months,beginner,Specialization,3 - 6 Months,miracles of human language: an introduction to linguistics (2.3k reviews) (2.3k reviews) (2.3k reviews) beginner Specialization universiteit leiden 3 - 6 Months,miracle human language introduction linguistics review review review beginner specialization universiteit leiden month,1,3
an introduction to consumer neuroscience & neuromarketing,copenhagen business school,"business psychology, market research, marketing, behavioral economics, customer analysis, decision making, people analysis, experiment, marketing psychology, research and design",4.7,(3.1K reviews),mixed,Course,1 - 3 Months,"an introduction to consumer neuroscience & neuromarketing business psychology, market research, marketing, behavioral economics, customer analysis, decision making, people analysis, experiment, marketing psychology, research and design business psychology, market research, marketing, behavioral economics, customer analysis, decision making, people analysis, experiment, marketing psychology, research and design business psychology, market research, marketing, behavioral economics, customer analysis, decision making, people analysis, experiment, marketing psychology, research and design mixed Course copenhagen business school 1 - 3 Months",introduction consumer neuroscience neuromarketing business psychology market research marketing behavioral economics customer analysis decision making people analysis experiment marketing psychology research design business psychology market research marketing behavioral economics customer analysis decision making people analysis experiment marketing psychology research design business psychology market research marketing behavioral economics customer analysis decision making people analysis experiment marketing psychology research design mixed course copenhagen business school month,3,0
marketing with tiktok,aptly,"marketing, social media, digital marketing, media strategy & planning, advertising sales, media production, e-commerce, sales, strategy, market analysis",4.7,(98 reviews),beginner,Specialization,3 - 6 Months,"marketing with tiktok marketing, social media, digital marketing, media strategy & planning, advertising sales, media production, e-commerce, sales, strategy, market analysis marketing, social media, digital marketing, media strategy & planning, advertising sales, media production, e-commerce, sales, strategy, market analysis marketing, social media, digital marketing, media strategy & planning, advertising sales, media production, e-commerce, sales, strategy, market analysis beginner Specialization aptly 3 - 6 Months",marketing tiktok marketing social medium digital marketing medium strategy planning advertising sale medium production commerce sale strategy market analysis marketing social medium digital marketing medium strategy planning advertising sale medium production commerce sale strategy market analysis marketing social medium digital marketing medium strategy planning advertising sale medium production commerce sale strategy market analysis beginner specialization aptly month,1,3
"aspectos bã¡sicos: datos, datos, en todas partes",google,"data analysis, databases, business analysis, data management, exploratory data analysis, process analysis, data structures, sql, spreadsheet software, strategy, microsoft excel",4.8,(5.3K reviews),beginner,Course,1 - 4 Weeks,"aspectos bã¡sicos: datos, datos, en todas partes data analysis, databases, business analysis, data management, exploratory data analysis, process analysis, data structures, sql, spreadsheet software, strategy, microsoft excel data analysis, databases, business analysis, data management, exploratory data analysis, process analysis, data structures, sql, spreadsheet software, strategy, microsoft excel data analysis, databases, business analysis, data management, exploratory data analysis, process analysis, data structures, sql, spreadsheet software, strategy, microsoft excel beginner Course google 1 - 4 Weeks",aspectos sicos datos datos toda partes data analysis database business analysis data management exploratory data analysis process analysis data structure sql spreadsheet software strategy microsoft excel data analysis database business analysis data management exploratory data analysis process analysis data structure sql spreadsheet software strategy microsoft excel data analysis database business analysis data management exploratory data analysis process analysis data structure sql spreadsheet software strategy microsoft excel beginner course google week,1,0
value chain management,university of illinois at urbana-champaign,"leadership and management, accounting, management accounting, account management, cost accounting, decision making, financial accounting, financial analysis, marketing management, marketing, media strategy & planning, financial management, strategy, general accounting, brand management, market research, planning, budget management, communication, sales, market analysis, probability distribution, advertising sales, business research, product marketing, problem solving, operations management",4.7,(4.9K reviews),intermediate,Course,1 - 4 Weeks,"value chain management leadership and management, accounting, management accounting, account management, cost accounting, decision making, financial accounting, financial analysis, marketing management, marketing, media strategy & planning, financial management, strategy, general accounting, brand management, market research, planning, budget management, communication, sales, market analysis, probability distribution, advertising sales, business research, product marketing, problem solving, operations management leadership and management, accounting, management accounting, account management, cost accounting, decision making, financial accounting, financial analysis, marketing management, marketing, media strategy & planning, financial management, strategy, general accounting, brand management, market research, planning, budget management, communication, sales, market analysis, probability distribution, advertising sales, business research, product marketing, problem solving, operations management leadership and management, accounting, management accounting, account management, cost accounting, decision making, financial accounting, financial analysis, marketing management, marketing, media strategy & planning, financial management, strategy, general accounting, brand management, market research, planning, budget management, communication, sales, market analysis, probability distribution, advertising sales, business research, product marketing, problem solving, operations management intermediate Course university of illinois at urbana-champaign 1 - 4 Weeks",value chain management leadership management accounting management accounting account management cost accounting decision making financial accounting financial analysis marketing management marketing medium strategy planning financial management strategy general accounting brand management market research planning budget management communication sale market analysis probability distribution advertising sale business research product marketing problem solving operation management leadership management accounting management accounting account management cost accounting decision making financial accounting financial analysis marketing management marketing medium strategy planning financial management strategy general accounting brand management market research planning budget management communication sale market analysis probability distribution advertising sale business research product marketing problem solving operation management leadership management accounting management accounting account management cost accounting decision making financial accounting financial analysis marketing management marketing medium strategy planning financial management strategy general accounting brand management market research planning budget management communication sale market analysis probability distribution advertising sale business research product marketing problem solving operation management intermediate course university illinois urbana champaign week,2,0
ai strategy and governance,university of pennsylvania,"machine learning, data analysis, applied machine learning, business transformation, decision making, human learning, machine learning algorithms, regulations and compliance, strategy",4.8,(77 reviews),beginner,Specialization,3 - 6 Months,"ai strategy and governance machine learning, data analysis, applied machine learning, business transformation, decision making, human learning, machine learning algorithms, regulations and compliance, strategy machine learning, data analysis, applied machine learning, business transformation, decision making, human learning, machine learning algorithms, regulations and compliance, strategy machine learning, data analysis, applied machine learning, business transformation, decision making, human learning, machine learning algorithms, regulations and compliance, strategy beginner Specialization university of pennsylvania 3 - 6 Months",strategy governance machine learning data analysis applied machine learning business transformation decision making human learning machine learning algorithm regulation compliance strategy machine learning data analysis applied machine learning business transformation decision making human learning machine learning algorithm regulation compliance strategy machine learning data analysis applied machine learning business transformation decision making human learning machine learning algorithm regulation compliance strategy beginner specialization university pennsylvania month,1,3
"project management foundations, initiation, and planning",skillup edtech,project management,4.7,(91 reviews),beginner,Course,1 - 4 Weeks,"project management foundations, initiation, and planning project management project management project management beginner Course skillup edtech 1 - 4 Weeks",project management foundation initiation planning project management project management project management beginner course skillup edtech week,1,0
global diplomacy: the united nations in the world,university of london,(1.5k reviews),4.7,Beginner Â· Course Â· 1 - 3 Months,beginner,Course,1 - 4 Weeks,global diplomacy: the united nations in the world (1.5k reviews) (1.5k reviews) (1.5k reviews) beginner Course university of london 1 - 4 Weeks,global diplomacy united nation world review review review beginner course university london week,1,0
how to play guitar,berklee,creativity,4.7,(2.5K reviews),intermediate,Specialization,3 - 6 Months,how to play guitar creativity creativity creativity intermediate Specialization berklee 3 - 6 Months,play guitar creativity creativity creativity intermediate specialization berklee month,2,3
from data to insights with google cloud,google cloud,"google cloud platform, cloud computing, sql, databases, data analysis, big data, cloud platforms, data management, exploratory data analysis, cloud storage, data analysis software, data model, machine learning, applied machine learning, human learning, data visualization, machine learning software, database theory",4.6,(4.6K reviews),beginner,Course,3 - 6 Months,"from data to insights with google cloud google cloud platform, cloud computing, sql, databases, data analysis, big data, cloud platforms, data management, exploratory data analysis, cloud storage, data analysis software, data model, machine learning, applied machine learning, human learning, data visualization, machine learning software, database theory google cloud platform, cloud computing, sql, databases, data analysis, big data, cloud platforms, data management, exploratory data analysis, cloud storage, data analysis software, data model, machine learning, applied machine learning, human learning, data visualization, machine learning software, database theory google cloud platform, cloud computing, sql, databases, data analysis, big data, cloud platforms, data management, exploratory data analysis, cloud storage, data analysis software, data model, machine learning, applied machine learning, human learning, data visualization, machine learning software, database theory beginner Course google cloud 3 - 6 Months",data insight google cloud google cloud platform cloud computing sql database data analysis big data cloud platform data management exploratory data analysis cloud storage data analysis software data model machine learning applied machine learning human learning data visualization machine learning software database theory google cloud platform cloud computing sql database data analysis big data cloud platform data management exploratory data analysis cloud storage data analysis software data model machine learning applied machine learning human learning data visualization machine learning software database theory google cloud platform cloud computing sql database data analysis big data cloud platform data management exploratory data analysis cloud storage data analysis software data model machine learning applied machine learning human learning data visualization machine learning software database theory beginner course google cloud month,1,0
python basics,university of michigan,"computer programming, python programming, problem solving",4.8,(17K reviews),intermediate,Course,1 - 3 Months,"python basics computer programming, python programming, problem solving computer programming, python programming, problem solving computer programming, python programming, problem solving intermediate Course university of michigan 1 - 3 Months",python basic computer programming python programming problem solving computer programming python programming problem solving computer programming python programming problem solving intermediate course university michigan month,2,0
software development lifecycle,university of minnesota,"software engineering, agile software development, design and product, problem solving, software architecture, software testing, leadership and management, project management, scrum (software development), software engineering tools, continuous delivery, user experience, application development, communication, planning, collaboration, estimation, full-stack web development, professional development, computer programming tools, system software, theoretical computer science, computer programming",4.7,(9.1K reviews),beginner,Course,1 - 3 Months,"software development lifecycle software engineering, agile software development, design and product, problem solving, software architecture, software testing, leadership and management, project management, scrum (software development), software engineering tools, continuous delivery, user experience, application development, communication, planning, collaboration, estimation, full-stack web development, professional development, computer programming tools, system software, theoretical computer science, computer programming software engineering, agile software development, design and product, problem solving, software architecture, software testing, leadership and management, project management, scrum (software development), software engineering tools, continuous delivery, user experience, application development, communication, planning, collaboration, estimation, full-stack web development, professional development, computer programming tools, system software, theoretical computer science, computer programming software engineering, agile software development, design and product, problem solving, software architecture, software testing, leadership and management, project management, scrum (software development), software engineering tools, continuous delivery, user experience, application development, communication, planning, collaboration, estimation, full-stack web development, professional development, computer programming tools, system software, theoretical computer science, computer programming beginner Course university of minnesota 1 - 3 Months",software development lifecycle software engineering agile software development design product problem solving software architecture software testing leadership management project management scrum software development software engineering tool continuous delivery user experience application development communication planning collaboration estimation full stack web development professional development computer programming tool system software theoretical computer science computer programming software engineering agile software development design product problem solving software architecture software testing leadership management project management scrum software development software engineering tool continuous delivery user experience application development communication planning collaboration estimation full stack web development professional development computer programming tool system software theoretical computer science computer programming software engineering agile software development design product problem solving software architecture software testing leadership management project management scrum software development software engineering tool continuous delivery user experience application development communication planning collaboration estimation full stack web development professional development computer programming tool system software theoretical computer science computer programming beginner course university minnesota month,1,0
microsoft azure developer associate (az-204),microsoft,"microsoft azure, cloud computing, cloud applications, cloud management, cloud platforms, cloud storage, cloud engineering, cloud-based integration, application development, computer programming, software security, web development, cloud api, data management, devops, system security, databases, software engineering, computer networking, data structures, data warehousing, network architecture, network security, linux, communication",4.6,(130 reviews),mixed,Course,1 - 3 Months,"microsoft azure developer associate (az-204) microsoft azure, cloud computing, cloud applications, cloud management, cloud platforms, cloud storage, cloud engineering, cloud-based integration, application development, computer programming, software security, web development, cloud api, data management, devops, system security, databases, software engineering, computer networking, data structures, data warehousing, network architecture, network security, linux, communication microsoft azure, cloud computing, cloud applications, cloud management, cloud platforms, cloud storage, cloud engineering, cloud-based integration, application development, computer programming, software security, web development, cloud api, data management, devops, system security, databases, software engineering, computer networking, data structures, data warehousing, network architecture, network security, linux, communication microsoft azure, cloud computing, cloud applications, cloud management, cloud platforms, cloud storage, cloud engineering, cloud-based integration, application development, computer programming, software security, web development, cloud api, data management, devops, system security, databases, software engineering, computer networking, data structures, data warehousing, network architecture, network security, linux, communication mixed Course microsoft 1 - 3 Months",microsoft azure developer associate microsoft azure cloud computing cloud application cloud management cloud platform cloud storage cloud engineering cloud based integration application development computer programming software security web development cloud api data management devops system security database software engineering computer networking data structure data warehousing network architecture network security linux communication microsoft azure cloud computing cloud application cloud management cloud platform cloud storage cloud engineering cloud based integration application development computer programming software security web development cloud api data management devops system security database software engineering computer networking data structure data warehousing network architecture network security linux communication microsoft azure cloud computing cloud application cloud management cloud platform cloud storage cloud engineering cloud based integration application development computer programming software security web development cloud api data management devops system security database software engineering computer networking data structure data warehousing network architecture network security linux communication mixed course microsoft month,3,0
fundamentos de la ciberseguridad,google,"computer programming, python programming, sql",4.9,(1.2K reviews),beginner,Course,1 - 4 Weeks,"fundamentos de la ciberseguridad computer programming, python programming, sql computer programming, python programming, sql computer programming, python programming, sql beginner Course google 1 - 4 Weeks",fundamentos ciberseguridad computer programming python programming sql computer programming python programming sql computer programming python programming sql beginner course google week,1,0
astronomy: exploring time and space,university of arizona,(3.6k reviews),4.8,Beginner Â· Course Â· 1 - 3 Months,beginner,Specialization,3 - 6 Months,astronomy: exploring time and space (3.6k reviews) (3.6k reviews) (3.6k reviews) beginner Specialization university of arizona 3 - 6 Months,astronomy exploring time space review review review beginner specialization university arizona month,1,3
driving business towards the sustainable development goals,erasmus university rotterdam,"critical thinking, innovation, leadership and management, problem solving, strategy, business transformation, collaboration, entrepreneurship, people development, organizational development",4.8,(1.3K reviews),beginner,Specialization,1 - 3 Months,"driving business towards the sustainable development goals critical thinking, innovation, leadership and management, problem solving, strategy, business transformation, collaboration, entrepreneurship, people development, organizational development critical thinking, innovation, leadership and management, problem solving, strategy, business transformation, collaboration, entrepreneurship, people development, organizational development critical thinking, innovation, leadership and management, problem solving, strategy, business transformation, collaboration, entrepreneurship, people development, organizational development beginner Specialization erasmus university rotterdam 1 - 3 Months",driving business towards sustainable development goal critical thinking innovation leadership management problem solving strategy business transformation collaboration entrepreneurship people development organizational development critical thinking innovation leadership management problem solving strategy business transformation collaboration entrepreneurship people development organizational development critical thinking innovation leadership management problem solving strategy business transformation collaboration entrepreneurship people development organizational development beginner specialization erasmus university rotterdam month,1,3
